SaleID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal
SALE00420,ORD00174,PROD0031,4,540.82,0.15,1838.79
SALE00421,ORD00174,PROD0003,3,1220.01,0.0,3660.03
SALE00422,ORD00175,PROD0003,1,1220.01,0.0,1220.01
SALE00423,ORD00176,PROD0018,2,678.68,0.0,1357.36
SALE00424,ORD00176,PROD0003,4,1220.01,0.05,4636.04
SALE00425,ORD00176,PROD0019,4,538.55,0.15,1831.07
SALE00426,ORD00177,PROD0014,6,158.83,0.0,952.98
SALE00427,ORD00177,PROD0011,5,169.74,0.0,848.7
SALE00428,ORD00177,PROD0001,6,1466.86,0.15,7480.99
SALE00429,ORD00177,PROD0013,5,1307.82,0.0,6539.1
SALE00430,ORD00178,PROD0023,1,1000.54,0.0,1000.54
SALE00431,ORD00179,PROD0010,6,521.27,0.0,3127.62
SALE00432,ORD00180,PROD0010,4,521.27,0.05,1980.83
SALE00433,ORD00181,PROD0027,2,1058.72,0.1,1905.7
SALE00434,ORD00181,PROD0022,2,1602.87,0.0,3205.74
SALE00435,ORD00181,PROD0001,6,1466.86,0.05,8361.1
SALE00436,ORD00181,PROD0016,5,935.43,0.0,4677.15
SALE00437,ORD00182,PROD0010,6,521.27,0.15,2658.48
SALE00438,ORD00182,PROD0022,3,1602.87,0.0,4808.61
SALE00439,ORD00183,PROD0004,1,236.83,0.1,213.15
SALE00440,ORD00183,PROD0002,5,746.98,0.05,3548.16
SALE00441,ORD00184,PROD0010,2,521.27,0.15,886.16
SALE00442,ORD00185,PROD0007,6,821.1,0.1,4433.94
SALE00443,ORD00185,PROD0014,2,158.83,0.0,317.66
SALE00444,ORD00185,PROD0029,2,223.02,0.0,446.04
SALE00445,ORD00186,PROD0007,6,821.1,0.1,4433.94
SALE00446,ORD00186,PROD0004,1,236.83,0.1,213.15
SALE00447,ORD00186,PROD0006,4,1338.44,0.15,4550.7
SALE00448,ORD00187,PROD0010,6,521.27,0.0,3127.62
SALE00449,ORD00188,PROD0004,5,236.83,0.05,1124.94
SALE00450,ORD00188,PROD0007,3,821.1,0.0,2463.3
SALE00451,ORD00188,PROD0024,2,683.28,0.15,1161.58
SALE00452,ORD00189,PROD0004,5,236.83,0.0,1184.15
SALE00453,ORD00189,PROD0010,2,521.27,0.0,1042.54
SALE00454,ORD00190,PROD0015,3,1428.18,0.15,3641.86
SALE00455,ORD00190,PROD0011,5,169.74,0.0,848.7
SALE00456,ORD00190,PROD0020,5,1082.31,0.1,4870.39
SALE00457,ORD00190,PROD0022,3,1602.87,0.0,4808.61
SALE00458,ORD00191,PROD0006,2,1338.44,0.15,2275.35
SALE00459,ORD00191,PROD0001,6,1466.86,0.15,7480.99
SALE00460,ORD00191,PROD0011,4,169.74,0.0,678.96
SALE00461,ORD00191,PROD0008,3,339.36,0.0,1018.08
SALE00462,ORD00192,PROD0029,4,223.02,0.0,892.08
SALE00463,ORD00192,PROD0016,3,935.43,0.05,2665.98
SALE00464,ORD00192,PROD0015,5,1428.18,0.0,7140.9
SALE00465,ORD00193,PROD0021,1,1362.12,0.0,1362.12
SALE00466,ORD00193,PROD0020,2,1082.31,0.1,1948.16
SALE00467,ORD00194,PROD0009,6,1602.75,0.0,9616.5
SALE00468,ORD00194,PROD0024,6,683.28,0.0,4099.68
SALE00469,ORD00195,PROD0028,5,1307.92,0.15,5558.66
SALE00470,ORD00196,PROD0027,5,1058.72,0.1,4764.24
SALE00471,ORD00197,PROD0025,1,587.47,0.1,528.72
SALE00472,ORD00197,PROD0019,3,538.55,0.1,1454.08
SALE00473,ORD00197,PROD0007,5,821.1,0.05,3900.22
SALE00474,ORD00197,PROD0030,6,984.64,0.0,5907.84
SALE00475,ORD00198,PROD0013,5,1307.82,0.15,5558.24
SALE00476,ORD00198,PROD0008,3,339.36,0.0,1018.08
SALE00477,ORD00198,PROD0029,4,223.02,0.1,802.87
SALE00478,ORD00199,PROD0013,3,1307.82,0.1,3531.11
SALE00479,ORD00200,PROD0022,2,1602.87,0.1,2885.17
SALE00480,ORD00201,PROD0025,2,587.47,0.05,1116.19
SALE00481,ORD00201,PROD0017,2,562.14,0.0,1124.28
SALE00482,ORD00202,PROD0024,3,683.28,0.0,2049.84
SALE00483,ORD00202,PROD0016,2,935.43,0.05,1777.32
SALE00484,ORD00203,PROD0003,3,1220.01,0.0,3660.03
SALE00485,ORD00203,PROD0009,1,1602.75,0.15,1362.34
SALE00486,ORD00204,PROD0017,3,562.14,0.05,1602.1
SALE00487,ORD00204,PROD0030,4,984.64,0.05,3741.63
SALE00488,ORD00205,PROD0002,6,746.98,0.0,4481.88
SALE00489,ORD00206,PROD0023,5,1000.54,0.15,4252.3
SALE00490,ORD00207,PROD0027,5,1058.72,0.1,4764.24
SALE00491,ORD00207,PROD0024,5,683.28,0.0,3416.4
SALE00492,ORD00207,PROD0009,4,1602.75,0.15,5449.35
SALE00493,ORD00208,PROD0012,1,965.33,0.1,868.8
SALE00494,ORD00208,PROD0019,3,538.55,0.05,1534.87
SALE00495,ORD00208,PROD0021,2,1362.12,0.1,2451.82
SALE00496,ORD00208,PROD0029,4,223.02,0.0,892.08
SALE00497,ORD00209,PROD0016,5,935.43,0.0,4677.15
SALE00498,ORD00209,PROD0026,5,895.09,0.0,4475.45
SALE00499,ORD00209,PROD0029,4,223.02,0.0,892.08
SALE00500,ORD00210,PROD0003,6,1220.01,0.0,7320.06
SALE00501,ORD00210,PROD0017,2,562.14,0.0,1124.28
SALE00502,ORD00211,PROD0006,5,1338.44,0.15,5688.37
SALE00503,ORD00211,PROD0012,1,965.33,0.15,820.53
SALE00504,ORD00212,PROD0014,3,158.83,0.15,405.02
SALE00505,ORD00212,PROD0026,1,895.09,0.05,850.34
SALE00506,ORD00213,PROD0016,6,935.43,0.05,5331.95
SALE00507,ORD00213,PROD0007,1,821.1,0.0,821.1
SALE00508,ORD00213,PROD0019,1,538.55,0.0,538.55
SALE00509,ORD00213,PROD0006,5,1338.44,0.1,6022.98
SALE00510,ORD00214,PROD0005,5,686.66,0.0,3433.3
SALE00511,ORD00214,PROD0021,5,1362.12,0.0,6810.6
SALE00512,ORD00215,PROD0006,3,1338.44,0.0,4015.32
SALE00513,ORD00216,PROD0020,6,1082.31,0.15,5519.78
SALE00514,ORD00216,PROD0019,6,538.55,0.0,3231.3
SALE00515,ORD00216,PROD0021,1,1362.12,0.0,1362.12
SALE00516,ORD00216,PROD0001,4,1466.86,0.1,5280.7
SALE00517,ORD00217,PROD0028,4,1307.92,0.1,4708.51
SALE00518,ORD00217,PROD0016,2,935.43,0.1,1683.77
SALE00519,ORD00217,PROD0006,2,1338.44,0.1,2409.19
SALE00520,ORD00217,PROD0008,6,339.36,0.1,1832.54
SALE00521,ORD00218,PROD0006,3,1338.44,0.05,3814.55
SALE00522,ORD00218,PROD0024,5,683.28,0.1,3074.76
SALE00523,ORD00218,PROD0022,1,1602.87,0.0,1602.87
SALE00524,ORD00219,PROD0013,2,1307.82,0.1,2354.08
SALE00525,ORD00219,PROD0005,5,686.66,0.15,2918.3
SALE00526,ORD00219,PROD0004,4,236.83,0.0,947.32
SALE00527,ORD00219,PROD0001,5,1466.86,0.0,7334.3
SALE00528,ORD00220,PROD0016,5,935.43,0.1,4209.43
SALE00529,ORD00220,PROD0029,1,223.02,0.1,200.72
SALE00530,ORD00221,PROD0003,4,1220.01,0.15,4148.03
SALE00531,ORD00222,PROD0029,5,223.02,0.0,1115.1
SALE00532,ORD00222,PROD0020,6,1082.31,0.15,5519.78
SALE00533,ORD00223,PROD0017,1,562.14,0.15,477.82
SALE00534,ORD00223,PROD0014,5,158.83,0.05,754.44
SALE00535,ORD00223,PROD0012,2,965.33,0.05,1834.13
SALE00536,ORD00223,PROD0028,4,1307.92,0.0,5231.68
SALE00537,ORD00224,PROD0014,2,158.83,0.0,317.66
SALE00538,ORD00225,PROD0025,1,587.47,0.0,587.47
SALE00539,ORD00225,PROD0008,5,339.36,0.1,1527.12
SALE00540,ORD00225,PROD0030,4,984.64,0.0,3938.56
SALE00541,ORD00225,PROD0028,2,1307.92,0.0,2615.84
SALE00542,ORD00226,PROD0019,5,538.55,0.0,2692.75
SALE00543,ORD00227,PROD0013,6,1307.82,0.0,7846.92
SALE00544,ORD00228,PROD0014,2,158.83,0.05,301.78
SALE00545,ORD00228,PROD0012,6,965.33,0.1,5212.78
SALE00546,ORD00228,PROD0004,3,236.83,0.0,710.49
SALE00547,ORD00229,PROD0019,6,538.55,0.05,3069.73
SALE00548,ORD00229,PROD0012,2,965.33,0.05,1834.13
SALE00549,ORD00229,PROD0020,5,1082.31,0.1,4870.39
SALE00550,ORD00229,PROD0009,4,1602.75,0.0,6411.0
SALE00551,ORD00230,PROD0018,3,678.68,0.1,1832.44
SALE00552,ORD00230,PROD0016,3,935.43,0.15,2385.35
SALE00553,ORD00230,PROD0009,4,1602.75,0.15,5449.35
SALE00554,ORD00231,PROD0028,1,1307.92,0.15,1111.73
SALE00555,ORD00231,PROD0022,2,1602.87,0.05,3045.45
SALE00556,ORD00232,PROD0004,5,236.83,0.05,1124.94
SALE00557,ORD00232,PROD0007,3,821.1,0.1,2216.97
SALE00558,ORD00233,PROD0006,4,1338.44,0.15,4550.7
SALE00559,ORD00234,PROD0026,1,895.09,0.0,895.09
SALE00560,ORD00235,PROD0030,1,984.64,0.0,984.64
SALE00561,ORD00235,PROD0020,2,1082.31,0.0,2164.62
SALE00562,ORD00235,PROD0014,1,158.83,0.1,142.95
SALE00563,ORD00235,PROD0003,1,1220.01,0.15,1037.01
SALE00564,ORD00236,PROD0030,5,984.64,0.0,4923.2
SALE00565,ORD00236,PROD0013,6,1307.82,0.1,7062.23
SALE00566,ORD00236,PROD0020,1,1082.31,0.0,1082.31
SALE00567,ORD00236,PROD0021,6,1362.12,0.05,7764.08
SALE00568,ORD00237,PROD0001,5,1466.86,0.0,7334.3
SALE00569,ORD00237,PROD0007,2,821.1,0.0,1642.2
SALE00570,ORD00237,PROD0028,5,1307.92,0.1,5885.64
SALE00571,ORD00237,PROD0022,5,1602.87,0.15,6812.2
SALE00572,ORD00238,PROD0020,6,1082.31,0.0,6493.86
SALE00573,ORD00238,PROD0006,3,1338.44,0.0,4015.32
SALE00574,ORD00239,PROD0006,1,1338.44,0.0,1338.44
SALE00575,ORD00240,PROD0012,2,965.33,0.1,1737.59
SALE00576,ORD00240,PROD0022,1,1602.87,0.15,1362.44
SALE00577,ORD00240,PROD0013,6,1307.82,0.0,7846.92
SALE00578,ORD00240,PROD0019,1,538.55,0.1,484.7
SALE00579,ORD00241,PROD0024,5,683.28,0.0,3416.4
SALE00580,ORD00241,PROD0027,3,1058.72,0.0,3176.16
SALE00581,ORD00241,PROD0018,2,678.68,0.1,1221.62
SALE00582,ORD00242,PROD0015,4,1428.18,0.1,5141.45
SALE00583,ORD00242,PROD0030,1,984.64,0.0,984.64
SALE00584,ORD00243,PROD0014,1,158.83,0.1,142.95
SALE00585,ORD00243,PROD0017,1,562.14,0.1,505.93
SALE00586,ORD00244,PROD0011,5,169.74,0.0,848.7
SALE00587,ORD00244,PROD0031,5,540.82,0.1,2433.69
SALE00588,ORD00244,PROD0004,3,236.83,0.15,603.92
SALE00589,ORD00245,PROD0031,2,540.82,0.0,1081.64
SALE00590,ORD00245,PROD0013,4,1307.82,0.15,4446.59
SALE00591,ORD00245,PROD0019,4,538.55,0.1,1938.78
SALE00592,ORD00245,PROD0016,1,935.43,0.05,888.66
SALE00593,ORD00246,PROD0009,1,1602.75,0.05,1522.61
SALE00594,ORD00247,PROD0022,2,1602.87,0.0,3205.74
SALE00595,ORD00247,PROD0023,4,1000.54,0.0,4002.16
SALE00596,ORD00248,PROD0023,3,1000.54,0.0,3001.62
SALE00597,ORD00249,PROD0003,6,1220.01,0.0,7320.06
SALE00598,ORD00249,PROD0013,1,1307.82,0.1,1177.04
SALE00599,ORD00249,PROD0022,2,1602.87,0.05,3045.45
SALE00600,ORD00250,PROD0012,5,965.33,0.0,4826.65
SALE00601,ORD00250,PROD0007,2,821.1,0.15,1395.87
SALE00602,ORD00250,PROD0029,6,223.02,0.0,1338.12
SALE00603,ORD00251,PROD0024,3,683.28,0.0,2049.84
SALE00604,ORD00251,PROD0007,2,821.1,0.0,1642.2
SALE00605,ORD00251,PROD0008,2,339.36,0.1,610.85
SALE00606,ORD00251,PROD0028,3,1307.92,0.0,3923.76
SALE00607,ORD00252,PROD0004,1,236.83,0.15,201.31
SALE00608,ORD00253,PROD0020,5,1082.31,0.0,5411.55
SALE00609,ORD00253,PROD0001,4,1466.86,0.0,5867.44
SALE00610,ORD00253,PROD0025,5,587.47,0.0,2937.35
SALE00611,ORD00253,PROD0028,4,1307.92,0.1,4708.51
SALE00612,ORD00254,PROD0016,5,935.43,0.0,4677.15
SALE00613,ORD00254,PROD0006,4,1338.44,0.0,5353.76
SALE00614,ORD00254,PROD0025,5,587.47,0.0,2937.35
SALE00615,ORD00255,PROD0017,4,562.14,0.05,2136.13
SALE00616,ORD00256,PROD0017,3,562.14,0.05,1602.1
SALE00617,ORD00257,PROD0015,6,1428.18,0.1,7712.17
SALE00618,ORD00257,PROD0004,4,236.83,0.0,947.32
SALE00619,ORD00258,PROD0001,6,1466.86,0.0,8801.16
SALE00620,ORD00259,PROD0019,5,538.55,0.0,2692.75
SALE00621,ORD00259,PROD0004,2,236.83,0.1,426.29
SALE00622,ORD00259,PROD0011,3,169.74,0.0,509.22
SALE00623,ORD00259,PROD0012,3,965.33,0.05,2751.19
SALE00624,ORD00260,PROD0012,4,965.33,0.0,3861.32
SALE00625,ORD00260,PROD0006,4,1338.44,0.15,4550.7
SALE00626,ORD00260,PROD0016,3,935.43,0.0,2806.29
SALE00627,ORD00261,PROD0009,2,1602.75,0.1,2884.95
SALE00628,ORD00261,PROD0015,6,1428.18,0.0,8569.08
SALE00629,ORD00261,PROD0006,1,1338.44,0.15,1137.67
SALE00630,ORD00261,PROD0019,3,538.55,0.0,1615.65
SALE00631,ORD00262,PROD0028,6,1307.92,0.0,7847.52
SALE00632,ORD00262,PROD0013,4,1307.82,0.0,5231.28
SALE00633,ORD00262,PROD0007,2,821.1,0.05,1560.09
SALE00634,ORD00262,PROD0005,4,686.66,0.0,2746.64
SALE00635,ORD00263,PROD0026,3,895.09,0.1,2416.74
SALE00636,ORD00263,PROD0016,5,935.43,0.0,4677.15
SALE00637,ORD00263,PROD0010,4,521.27,0.0,2085.08
SALE00638,ORD00264,PROD0002,3,746.98,0.05,2128.89
SALE00639,ORD00264,PROD0007,6,821.1,0.0,4926.6
SALE00640,ORD00265,PROD0024,3,683.28,0.1,1844.86
SALE00641,ORD00265,PROD0011,5,169.74,0.0,848.7
SALE00642,ORD00265,PROD0009,3,1602.75,0.0,4808.25
SALE00643,ORD00265,PROD0012,4,965.33,0.0,3861.32
SALE00644,ORD00266,PROD0028,5,1307.92,0.0,6539.6
SALE00645,ORD00266,PROD0022,5,1602.87,0.1,7212.92
SALE00646,ORD00266,PROD0031,6,540.82,0.15,2758.18
SALE00647,ORD00267,PROD0025,3,587.47,0.0,1762.41
SALE00648,ORD00267,PROD0010,6,521.27,0.1,2814.86
SALE00649,ORD00268,PROD0025,1,587.47,0.05,558.1
SALE00650,ORD00268,PROD0024,5,683.28,0.0,3416.4
SALE00651,ORD00268,PROD0015,4,1428.18,0.15,4855.81
SALE00652,ORD00268,PROD0029,2,223.02,0.0,446.04
SALE00653,ORD00269,PROD0014,5,158.83,0.05,754.44
SALE00654,ORD00269,PROD0021,1,1362.12,0.0,1362.12
SALE00655,ORD00269,PROD0020,2,1082.31,0.0,2164.62
SALE00656,ORD00270,PROD0011,3,169.74,0.15,432.84
SALE00657,ORD00270,PROD0021,3,1362.12,0.1,3677.72
SALE00658,ORD00271,PROD0009,3,1602.75,0.15,4087.01
SALE00659,ORD00271,PROD0029,5,223.02,0.1,1003.59
SALE00660,ORD00271,PROD0015,4,1428.18,0.05,5427.08
SALE00661,ORD00271,PROD0025,2,587.47,0.0,1174.94
SALE00662,ORD00272,PROD0005,6,686.66,0.0,4119.96
SALE00663,ORD00273,PROD0031,6,540.82,0.0,3244.92
SALE00664,ORD00273,PROD0024,2,683.28,0.0,1366.56
SALE00665,ORD00273,PROD0023,4,1000.54,0.0,4002.16
SALE00666,ORD00274,PROD0003,4,1220.01,0.1,4392.04
SALE00667,ORD00275,PROD0001,4,1466.86,0.1,5280.7
SALE00668,ORD00276,PROD0004,3,236.83,0.1,639.44
SALE00669,ORD00277,PROD0003,4,1220.01,0.0,4880.04
SALE00670,ORD00277,PROD0021,2,1362.12,0.0,2724.24
SALE00671,ORD00278,PROD0015,2,1428.18,0.1,2570.72
SALE00672,ORD00278,PROD0021,2,1362.12,0.0,2724.24
SALE00673,ORD00278,PROD0005,1,686.66,0.15,583.66
SALE00674,ORD00279,PROD0028,4,1307.92,0.05,4970.1
SALE00675,ORD00279,PROD0030,5,984.64,0.0,4923.2
SALE00676,ORD00279,PROD0011,5,169.74,0.05,806.26
SALE00677,ORD00280,PROD0031,5,540.82,0.0,2704.1
SALE00678,ORD00280,PROD0023,5,1000.54,0.1,4502.43
SALE00679,ORD00281,PROD0021,4,1362.12,0.1,4903.63
SALE00680,ORD00281,PROD0024,6,683.28,0.15,3484.73
SALE00681,ORD00281,PROD0029,5,223.02,0.0,1115.1
SALE00682,ORD00281,PROD0019,3,538.55,0.05,1534.87
SALE00683,ORD00282,PROD0026,4,895.09,0.0,3580.36
SALE00684,ORD00282,PROD0003,3,1220.01,0.05,3477.03
SALE00685,ORD00283,PROD0005,1,686.66,0.1,617.99
SALE00686,ORD00283,PROD0010,2,521.27,0.0,1042.54
SALE00687,ORD00283,PROD0001,3,1466.86,0.05,4180.55
SALE00688,ORD00284,PROD0023,4,1000.54,0.05,3802.05
SALE00689,ORD00285,PROD0001,3,1466.86,0.1,3960.52
SALE00690,ORD00285,PROD0025,2,587.47,0.0,1174.94
SALE00691,ORD00285,PROD0014,5,158.83,0.0,794.15
SALE00692,ORD00286,PROD0014,5,158.83,0.05,754.44
SALE00693,ORD00286,PROD0029,4,223.02,0.0,892.08
SALE00694,ORD00287,PROD0023,6,1000.54,0.05,5703.08
SALE00695,ORD00287,PROD0024,4,683.28,0.0,2733.12
SALE00696,ORD00288,PROD0003,2,1220.01,0.1,2196.02
SALE00697,ORD00288,PROD0014,5,158.83,0.15,675.03
SALE00698,ORD00288,PROD0021,6,1362.12,0.0,8172.72
SALE00699,ORD00289,PROD0021,3,1362.12,0.05,3882.04
SALE00700,ORD00289,PROD0024,2,683.28,0.0,1366.56
SALE00701,ORD00289,PROD0018,2,678.68,0.0,1357.36
SALE00702,ORD00290,PROD0004,5,236.83,0.05,1124.94
SALE00703,ORD00290,PROD0021,3,1362.12,0.15,3473.41
SALE00704,ORD00290,PROD0015,5,1428.18,0.05,6783.86
SALE00705,ORD00291,PROD0011,2,169.74,0.0,339.48
SALE00706,ORD00291,PROD0001,5,1466.86,0.0,7334.3
SALE00707,ORD00292,PROD0004,3,236.83,0.0,710.49
SALE00708,ORD00292,PROD0010,6,521.27,0.05,2971.24
SALE00709,ORD00293,PROD0008,1,339.36,0.0,339.36
SALE00710,ORD00294,PROD0016,2,935.43,0.0,1870.86
SALE00711,ORD00295,PROD0010,4,521.27,0.15,1772.32
SALE00712,ORD00295,PROD0026,1,895.09,0.0,895.09
SALE00713,ORD00295,PROD0016,1,935.43,0.0,935.43
SALE00714,ORD00295,PROD0012,1,965.33,0.0,965.33
SALE00715,ORD00296,PROD0003,2,1220.01,0.0,2440.02
SALE00716,ORD00296,PROD0018,4,678.68,0.0,2714.72
SALE00717,ORD00296,PROD0016,1,935.43,0.15,795.12
SALE00718,ORD00296,PROD0006,2,1338.44,0.05,2543.04
SALE00719,ORD00297,PROD0008,4,339.36,0.15,1153.82
SALE00720,ORD00297,PROD0024,1,683.28,0.1,614.95
SALE00721,ORD00297,PROD0002,6,746.98,0.0,4481.88
SALE00722,ORD00297,PROD0007,4,821.1,0.05,3120.18
SALE00723,ORD00298,PROD0030,6,984.64,0.15,5021.66
SALE00724,ORD00298,PROD0011,1,169.74,0.15,144.28
SALE00725,ORD00298,PROD0006,5,1338.44,0.1,6022.98
SALE00726,ORD00299,PROD0009,4,1602.75,0.15,5449.35
SALE00727,ORD00300,PROD0007,1,821.1,0.15,697.94
SALE00728,ORD00300,PROD0012,2,965.33,0.0,1930.66
SALE00729,ORD00300,PROD0029,2,223.02,0.15,379.13
SALE00730,ORD00301,PROD0011,3,169.74,0.1,458.3
SALE00731,ORD00301,PROD0001,1,1466.86,0.05,1393.52
SALE00732,ORD00301,PROD0006,2,1338.44,0.0,2676.88
SALE00733,ORD00301,PROD0026,1,895.09,0.1,805.58
SALE00734,ORD00302,PROD0023,1,1000.54,0.0,1000.54
SALE00735,ORD00302,PROD0020,2,1082.31,0.05,2056.39
SALE00736,ORD00302,PROD0005,1,686.66,0.15,583.66
SALE00737,ORD00302,PROD0012,5,965.33,0.0,4826.65
SALE00738,ORD00303,PROD0002,3,746.98,0.15,1904.8
SALE00739,ORD00304,PROD0023,1,1000.54,0.0,1000.54
SALE00740,ORD00304,PROD0018,4,678.68,0.0,2714.72
SALE00741,ORD00305,PROD0018,3,678.68,0.05,1934.24
SALE00742,ORD00305,PROD0026,6,895.09,0.0,5370.54
SALE00743,ORD00305,PROD0021,1,1362.12,0.15,1157.8
SALE00744,ORD00306,PROD0012,1,965.33,0.05,917.06
SALE00745,ORD00306,PROD0024,6,683.28,0.05,3894.7
SALE00746,ORD00306,PROD0005,5,686.66,0.0,3433.3
SALE00747,ORD00306,PROD0009,5,1602.75,0.15,6811.69
SALE00748,ORD00307,PROD0007,3,821.1,0.0,2463.3
SALE00749,ORD00307,PROD0019,6,538.55,0.05,3069.73
SALE00750,ORD00307,PROD0006,3,1338.44,0.1,3613.79
SALE00751,ORD00307,PROD0018,5,678.68,0.0,3393.4
SALE00752,ORD00308,PROD0017,2,562.14,0.05,1068.07
SALE00753,ORD00309,PROD0027,3,1058.72,0.05,3017.35
SALE00754,ORD00309,PROD0009,1,1602.75,0.15,1362.34
SALE00755,ORD00309,PROD0018,5,678.68,0.05,3223.73
SALE00756,ORD00310,PROD0029,5,223.02,0.0,1115.1
SALE00757,ORD00310,PROD0001,5,1466.86,0.0,7334.3
SALE00758,ORD00311,PROD0024,5,683.28,0.05,3245.58
SALE00759,ORD00311,PROD0003,2,1220.01,0.1,2196.02
SALE00760,ORD00311,PROD0022,6,1602.87,0.05,9136.36
SALE00761,ORD00312,PROD0020,3,1082.31,0.05,3084.58
SALE00762,ORD00312,PROD0010,6,521.27,0.0,3127.62
SALE00763,ORD00313,PROD0004,5,236.83,0.15,1006.53
SALE00764,ORD00314,PROD0002,2,746.98,0.0,1493.96
SALE00765,ORD00315,PROD0007,1,821.1,0.05,780.04
SALE00766,ORD00316,PROD0004,5,236.83,0.15,1006.53
SALE00767,ORD00316,PROD0002,4,746.98,0.15,2539.73
SALE00768,ORD00317,PROD0017,3,562.14,0.0,1686.42
SALE00769,ORD00317,PROD0020,3,1082.31,0.0,3246.93
SALE00770,ORD00317,PROD0023,5,1000.54,0.15,4252.3
SALE00771,ORD00317,PROD0019,1,538.55,0.0,538.55
SALE00772,ORD00318,PROD0021,1,1362.12,0.05,1294.01
SALE00773,ORD00318,PROD0016,6,935.43,0.0,5612.58
SALE00774,ORD00319,PROD0018,4,678.68,0.0,2714.72
SALE00775,ORD00319,PROD0024,6,683.28,0.0,4099.68
SALE00776,ORD00319,PROD0031,5,540.82,0.0,2704.1
SALE00777,ORD00320,PROD0024,1,683.28,0.0,683.28
SALE00778,ORD00321,PROD0031,2,540.82,0.1,973.48
SALE00779,ORD00322,PROD0004,6,236.83,0.0,1420.98
SALE00780,ORD00323,PROD0007,5,821.1,0.15,3489.68
SALE00781,ORD00323,PROD0017,2,562.14,0.1,1011.85
SALE00782,ORD00323,PROD0022,6,1602.87,0.1,8655.5
SALE00783,ORD00323,PROD0008,4,339.36,0.15,1153.82
SALE00784,ORD00324,PROD0025,6,587.47,0.1,3172.34
SALE00785,ORD00325,PROD0022,6,1602.87,0.05,9136.36
SALE00786,ORD00325,PROD0015,1,1428.18,0.0,1428.18
SALE00787,ORD00325,PROD0023,2,1000.54,0.1,1800.97
SALE00788,ORD00326,PROD0017,5,562.14,0.1,2529.63
SALE00789,ORD00326,PROD0011,4,169.74,0.0,678.96
SALE00790,ORD00326,PROD0022,3,1602.87,0.1,4327.75
SALE00791,ORD00326,PROD0006,3,1338.44,0.0,4015.32
SALE00792,ORD00327,PROD0025,6,587.47,0.0,3524.82
SALE00793,ORD00327,PROD0021,5,1362.12,0.0,6810.6
SALE00794,ORD00327,PROD0014,5,158.83,0.1,714.74
SALE00795,ORD00327,PROD0027,2,1058.72,0.05,2011.57
SALE00796,ORD00328,PROD0012,4,965.33,0.05,3668.25
SALE00797,ORD00328,PROD0031,1,540.82,0.15,459.7
SALE00798,ORD00328,PROD0015,1,1428.18,0.0,1428.18
SALE00799,ORD00329,PROD0017,2,562.14,0.0,1124.28
SALE00800,ORD00330,PROD0010,2,521.27,0.0,1042.54
SALE00801,ORD00331,PROD0001,6,1466.86,0.0,8801.16
SALE00802,ORD00331,PROD0025,5,587.47,0.1,2643.62
SALE00803,ORD00331,PROD0027,5,1058.72,0.1,4764.24
SALE00804,ORD00332,PROD0004,4,236.83,0.0,947.32
SALE00805,ORD00332,PROD0002,2,746.98,0.0,1493.96
SALE00806,ORD00333,PROD0012,2,965.33,0.0,1930.66
SALE00807,ORD00333,PROD0029,3,223.02,0.0,669.06
SALE00808,ORD00333,PROD0019,1,538.55,0.1,484.7
SALE00809,ORD00334,PROD0019,1,538.55,0.15,457.77
SALE00810,ORD00334,PROD0030,3,984.64,0.05,2806.22
SALE00811,ORD00334,PROD0007,2,821.1,0.05,1560.09
SALE00812,ORD00334,PROD0024,6,683.28,0.15,3484.73
SALE00813,ORD00335,PROD0020,6,1082.31,0.0,6493.86
SALE00814,ORD00336,PROD0024,5,683.28,0.05,3245.58
SALE00815,ORD00337,PROD0025,1,587.47,0.0,587.47
SALE00816,ORD00338,PROD0029,4,223.02,0.0,892.08
SALE00817,ORD00338,PROD0027,2,1058.72,0.15,1799.82
SALE00818,ORD00338,PROD0014,6,158.83,0.1,857.68
SALE00819,ORD00339,PROD0021,6,1362.12,0.05,7764.08
SALE00820,ORD00340,PROD0010,5,521.27,0.0,2606.35
SALE00821,ORD00341,PROD0018,3,678.68,0.1,1832.44
SALE00822,ORD00341,PROD0019,6,538.55,0.0,3231.3
SALE00823,ORD00341,PROD0005,2,686.66,0.0,1373.32
SALE00824,ORD00342,PROD0015,5,1428.18,0.0,7140.9
SALE00825,ORD00342,PROD0025,2,587.47,0.05,1116.19
SALE00826,ORD00342,PROD0020,3,1082.31,0.05,3084.58
SALE00827,ORD00342,PROD0019,2,538.55,0.0,1077.1
SALE00828,ORD00343,PROD0003,6,1220.01,0.0,7320.06
SALE00829,ORD00343,PROD0016,5,935.43,0.05,4443.29
SALE00830,ORD00343,PROD0019,3,538.55,0.0,1615.65
SALE00831,ORD00344,PROD0017,2,562.14,0.0,1124.28
SALE00832,ORD00344,PROD0014,4,158.83,0.1,571.79
SALE00833,ORD00344,PROD0025,2,587.47,0.05,1116.19
SALE00834,ORD00344,PROD0023,4,1000.54,0.15,3401.84
SALE00835,ORD00345,PROD0018,6,678.68,0.1,3664.87
SALE00836,ORD00345,PROD0020,2,1082.31,0.0,2164.62
SALE00837,ORD00346,PROD0009,4,1602.75,0.0,6411.0
SALE00838,ORD00347,PROD0004,6,236.83,0.05,1349.93
SALE00839,ORD00348,PROD0012,6,965.33,0.0,5791.98
